merchant_0,merchant_1,merchant_2,merchant_3,merchant_4,merchant_5,merchant_6,merchant_7,merchant_8,merchant_9,category_0,category_1,category_2,category_3,job_0,job_1,job_2,job_3,job_4,job_5,job_6,job_7,age,state_0,state_1,state_2,state_3,city_0,city_1,city_2,city_3,city_4,city_5,city_6,city_7,amount,is_fraud
0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,1.63,0
0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,30,1,1,0,0,0,0,1,1,1,1,0,1,65.69,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,57,1,0,1,1,0,0,1,1,1,1,1,0,208.51,0
0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,22,0,0,0,1,0,0,1,1,1,1,1,1,24.49,0
0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,88,1,0,1,0,0,1,0,0,0,0,0,0,4.37,0
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,62,0,0,1,0,0,1,0,0,0,0,0,1,2.92,0
0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,37,0,0,1,1,0,0,1,0,1,0,0,1,158.14,0
0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,69,0,0,1,0,0,0,0,0,0,0,1,1,48.54,0
0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,46,0,1,1,1,0,1,0,0,0,0,1,0,5.28,0
0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,39,0,0,1,1,0,0,1,0,0,0,1,1,5.52,0
0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,32,1,1,0,1,0,1,0,0,0,0,1,1,37.49,0
0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,45,0,1,1,0,0,0,0,0,0,1,1,1,49.65,0
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,15.87,0
0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,50,0,0,0,1,0,1,0,0,0,1,0,0,73.1,0
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,53,0,0,1,0,0,1,0,0,0,1,0,1,29.4,0
0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,48,0,0,0,1,0,0,1,0,0,1,1,1,68.31,0
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,41,0,0,1,0,0,1,0,0,0,1,1,0,11.72,0
0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,70,0,0,0,1,0,0,0,0,0,0,0,1,35.41,0
0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,56,1,1,0,1,0,1,0,0,0,1,1,1,79.28,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,61,1,1,0,0,0,1,0,0,1,0,0,0,103.18,0
0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,95,1,0,0,1,0,1,0,0,1,0,0,1,14.31,1
0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,56,0,0,1,0,0,0,1,0,1,1,0,1,21.01,0
0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,35,0,1,0,1,0,0,1,0,0,1,0,0,45.26,0
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,49,0,0,1,0,0,1,0,0,1,0,1,0,105.17,0
0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,35,0,0,1,0,0,1,0,0,1,0,1,1,1.82,0
0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,39,0,1,1,0,0,1,0,0,1,1,0,0,34.99,0
0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,88,1,0,0,1,0,0,1,1,1,0,0,0,485.02,0
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,35,0,1,0,1,0,0,1,0,0,1,0,0,6.77,0
0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,56,0,1,0,1,0,0,1,1,0,1,0,0,2.63,0
0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,87,0,1,1,1,0,0,0,0,1,0,0,1,64.77,0
0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,69,0,0,1,0,0,0,0,0,0,0,1,1,50.57,0
0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,43,1,0,0,1,0,0,0,1,0,1,1,0,84.92,0
0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,95,1,0,0,1,0,1,0,0,1,0,0,1,50.48,0
0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,67,0,1,1,1,0,1,0,0,1,1,0,1,29.62,0
0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,71,0,1,0,1,0,1,0,0,1,1,1,0,12.1,0
0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,88,1,0,1,0,0,1,0,0,0,0,0,0,43.51,0
0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,49,0,0,0,1,0,1,0,0,1,1,1,1,10.92,0
0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,43,1,0,0,1,0,0,0,1,0,1,1,0,11.29,0
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,49,0,0,1,0,0,1,0,0,1,0,1,0,204.2,0
0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,95,0,1,1,1,0,1,0,1,0,0,0,0,27.28,0
0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,88,1,0,1,0,0,1,0,0,0,0,0,0,59.23,0
0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,50,0,0,1,0,0,0,0,0,1,0,1,1,75.5,0
0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,34,0,0,1,0,0,1,0,1,0,0,0,1,1053.54,0
0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,69,0,0,1,0,0,0,0,0,0,0,1,1,89.25,0
0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,33,1,1,0,0,0,1,0,1,0,0,1,0,50.13,0
0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,56,0,0,1,1,0,1,0,1,0,0,1,1,9.43,0
0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,41,0,0,1,0,0,1,0,0,0,1,1,0,112.5,0
0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,67,0,1,0,0,0,1,0,1,0,1,0,0,35.9,0
0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,35,0,0,1,0,0,1,0,0,1,0,1,1,139.45,0
0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,82,0,0,0,1,0,1,0,1,0,1,0,1,70.46,0
0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,23,0,1,0,1,0,0,0,1,0,0,0,0,381.52,0
0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,24,0,1,1,0,0,1,0,1,0,1,1,0,1.44,0
0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,42,1,0,1,0,0,0,0,1,1,0,1,1,77.8,0
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,63,0,0,0,1,0,0,0,1,1,1,1,0,53.86,0
0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,57,0,0,0,1,0,1,0,1,0,1,1,1,64.4,0
0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,41,0,1,1,0,0,0,1,0,0,1,0,1,62.33,0
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,67,0,1,0,0,0,1,0,1,0,1,0,0,121.15,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,47,0,1,1,1,0,1,0,1,1,0,0,0,89.04,0
0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,36,1,0,1,0,0,1,0,1,1,0,0,1,9.47,0
0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,42,0,0,1,1,0,0,1,1,1,0,0,1,97.84,0
0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,34,0,0,0,1,0,0,0,1,0,0,1,1,28.14,0
0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,57,0,0,0,1,0,1,0,1,0,1,1,1,2.48,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,33,1,1,0,0,0,1,0,1,0,0,1,0,126.27,0
0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,71,1,0,0,1,0,1,0,1,1,0,1,0,27.27,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,77,0,0,1,0,0,1,0,1,1,0,1,1,1.39,0
0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,66,1,0,0,1,0,1,0,1,1,1,0,0,42.1,0
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,38,0,0,1,0,0,0,0,0,1,1,0,1,16.17,0
0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,37,0,0,1,1,0,0,1,0,1,0,0,1,1.87,0
0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,51,0,0,1,0,0,1,0,1,1,1,0,1,22.92,0
0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,49,1,0,0,1,0,1,0,1,1,1,1,0,24.91,0
0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,48,0,1,0,0,0,0,0,0,0,1,0,1,9.61,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,57,0,0,1,0,0,1,0,1,1,1,1,1,5.47,0
0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,86,0,1,1,1,0,0,1,0,0,0,1,0,8.94,0
0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,64,0,0,0,1,0,1,1,0,0,0,0,0,5.87,0
0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,95,0,1,1,1,0,1,0,1,0,0,0,0,23.8,0
0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,49,0,0,1,0,0,1,0,0,1,0,1,0,152.18,0
0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,60,1,1,0,0,0,1,1,0,0,0,0,1,125.79,0
0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,64,0,0,1,0,0,0,1,0,1,1,0,0,36.31,0
0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,56,1,1,0,1,0,1,0,0,0,1,1,1,96.32,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,48,0,1,0,0,0,0,0,0,0,1,0,1,6.18,0
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,29,0,1,1,1,0,1,1,0,0,0,1,0,92.82,0
0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,44,1,1,0,0,0,1,1,0,0,0,1,1,154.99,0
0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,42,0,0,1,1,0,0,1,1,1,0,0,1,65.54,0
0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,23,0,1,0,1,0,0,0,1,0,0,0,0,44.01,0
0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,28,0,0,1,0,0,0,1,1,0,0,0,1,15.88,0
0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,70,0,0,0,1,0,0,0,0,0,0,0,1,1.25,0
0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,77,0,0,1,0,0,1,0,1,1,0,1,1,165.13,0
0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,53,0,0,0,1,0,1,1,0,0,1,0,0,83.43,0
0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,28,0,0,1,0,0,0,1,1,0,0,0,1,11.73,0
0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,51,0,0,1,0,0,1,1,0,0,1,0,1,64.18,0
0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,36,0,0,1,0,0,1,1,0,0,1,1,0,64.62,0
0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,41,1,0,0,1,0,1,1,0,0,1,1,1,48.4,0
0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,36,1,0,1,0,0,1,0,1,1,0,0,1,65.59,0
0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,39,0,0,1,1,0,0,1,0,0,0,1,1,64.24,0
0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,41,0,0,1,0,0,1,0,0,0,1,1,0,281.48,0
0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,45,0,1,0,0,0,1,1,0,1,0,0,0,80.85,0
0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,50,0,0,1,0,0,1,1,0,1,0,0,1,13.64,0
0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,36,1,0,1,0,0,1,0,1,1,0,0,1,180.43,0
